dc_fs,peak_bin,peak_f_norm,peak_dbfs,noise_dbfs,saturated
0.249,1,7.875504032258064e-06,-24.118344005864923,-144.42184734096065,False
0.25,1,7.875504032258064e-06,-24.082108710192266,-144.3855044944097,False
0.251,1,7.875504032258064e-06,-24.047524494128545,-144.35048886155477,False
0.252,1,7.875504032258064e-06,-24.013077434645464,-144.31677096979558,False
0.253,1,7.875504032258064e-06,-23.978766447402545,-144.2823029728478,False
0.254,1,7.875504032258064e-06,-23.944590462323227,-144.24910832855073,False
0.255,1,7.875504032258064e-06,-23.91054842171776,-144.2151711014219,False
0.256,1,7.875504032258064e-06,-23.876639278301354,-144.18051054379345,False
0.257,1,7.875504032258064e-06,-23.842861999936098,-144.14906115671127,False
0.258,1,7.875504032258064e-06,-23.809215564615617,-144.1139506997084,False
0.259,1,7.875504032258064e-06,-23.775698961904894,-144.0829779287594,False
0.26,1,7.875504032258064e-06,-23.742311194608398,-144.04743886981768,False
0.261,1,7.875504032258064e-06,-23.709051274749356,-144.0159853845819,False
0.262,1,7.875504032258064e-06,-23.6759182285589,-143.98004617619463,False
0.263,1,7.875504032258064e-06,-23.64291109055715,-143.94907528772336,False
0.264,1,7.875504032258064e-06,-23.61002890838749,-143.9146109871143,False
0.265,1,7.875504032258064e-06,-23.577270738095145,-143.8813386359317,False
0.266,1,7.875504032258064e-06,-23.544635649232973,-143.84923307865736,False
0.267,1,7.875504032258064e-06,-23.51071187111287,-143.81645598104498,False
0.268,1,7.875504032258064e-06,-23.478325441703348,-143.7830242215906,False
0.269,1,7.875504032258064e-06,-23.446059319834855,-143.75163470576578,False
0.27,1,7.875504032258064e-06,-23.413912616166783,-143.71958330701366,False
0.271,1,7.875504032258064e-06,-23.381884449777324,-143.6868862437673,False
0.272,1,7.875504032258064e-06,-23.349973949724006,-143.6544335110554,False
0.273,1,7.875504032258064e-06,-23.318180254253758,-143.62308894566667,False
0.274,1,7.875504032258064e-06,-23.286502511494,-143.59024661937826,False
0.275,1,7.875504032258064e-06,-23.254939879698608,-143.56107043301168,False
0.276,1,7.875504032258064e-06,-23.223491523510503,-143.52699458287705,False
0.277,1,7.875504032258064e-06,-23.192156619745244,-143.49823885487115,False
0.278,1,7.875504032258064e-06,-23.16093435204362,-143.46548710960022,False
0.279,1,7.875504032258064e-06,-23.129823914813375,-143.43381098009215,False
0.28,1,7.875504032258064e-06,-23.098824508413543,-143.40483859232972,False
0.281,1,7.875504032258064e-06,-23.06793534396919,-143.37196224442155,False
0.28200000000000003,1,7.875504032258064e-06,-23.037155640209512,-143.34095856153516,False
0.28300000000000003,1,7.875504032258064e-06,-23.00648462234014,-143.3117894195159,False
0.28400000000000003,1,7.875504032258064e-06,-22.974595134796147,-143.28040904251668,False
0.28500000000000003,1,7.875504032258064e-06,-22.94414384762797,-143.2508460623326,False
0.28600000000000003,1,7.875504032258064e-06,-22.91379894481524,-143.21911084754328,False
0.28700000000000003,1,7.875504032258064e-06,-22.883559687075795,-143.18839069624718,False
